Source_path,Seed_output_path,top_left_x,top_left_y,bottom_right_x,bottom_right_y
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 10.png,646,1544,821,1745
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 6.png,955,1910,1153,2118
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 7.png,1463,1900,1641,2151
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 8.png,720,1824,906,1978
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 9.png,924,1545,1108,1810
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 10.png,646,1544,821,1745
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 11.png,0,0,341,171
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 6.png,2966,964,3119,1119
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 6.png,2966,964,3119,1119
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 7.png,1688,804,1856,995
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 6.png,2966,964,3119,1119
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 7.png,1688,804,1856,995
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 8.png,1925,757,2151,894
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 6.png,2966,964,3119,1119
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 7.png,1688,804,1856,995
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 8.png,1925,757,2151,894
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 9.png,2539,736,2740,914
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 6.png,2966,964,3119,1119
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 7.png,1688,804,1856,995
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 8.png,1925,757,2151,894
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 9.png,2539,736,2740,914
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 10.png,2240,618,2438,771
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 1.png,2020,1455,2274,1700
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 2.png,1546,1453,1768,1665
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 3.png,2567,1211,2876,1395
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 4.png,2246,1180,2433,1413
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 5.png,1975,1016,2239,1173
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 6.png,2966,964,3119,1119
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 7.png,1688,804,1856,995
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 8.png,1925,757,2151,894
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 9.png,2539,736,2740,914
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 10.png,2240,618,2438,771
left_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - left Segmented Seed 11.png,0,387,195,637
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 7.png,3968,568,4032,714
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 7.png,3968,568,4032,714
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 8.png,1093,441,1367,607
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 7.png,3968,568,4032,714
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 8.png,1093,441,1367,607
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 9.png,1495,427,1655,591
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 7.png,3968,568,4032,714
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 8.png,1093,441,1367,607
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 9.png,1495,427,1655,591
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 10.png,2058,266,2235,455
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 7.png,3968,568,4032,714
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 8.png,1093,441,1367,607
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 9.png,1495,427,1655,591
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 10.png,2058,266,2235,455
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 11.png,1649,228,1854,418
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 1.png,1348,1053,1585,1245
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 2.png,1696,923,1941,1098
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 3.png,1064,903,1273,1072
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 4.png,2019,810,2196,1011
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 5.png,764,653,909,822
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 6.png,1632,631,1891,790
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 7.png,3968,568,4032,714
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 8.png,1093,441,1367,607
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 9.png,1495,427,1655,591
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 10.png,2058,266,2235,455
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 11.png,1649,228,1854,418
right_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - right Segmented Seed 12.png,3678,0,4032,566
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 3.png,1572,1086,1746,1331
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 3.png,1572,1086,1746,1331
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 4.png,1933,1003,2086,1232
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 3.png,1572,1086,1746,1331
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 4.png,1933,1003,2086,1232
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 5.png,2442,940,2648,1122
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 3.png,1572,1086,1746,1331
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 4.png,1933,1003,2086,1232
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 5.png,2442,940,2648,1122
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 6.png,1438,896,1599,1067
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 3.png,1572,1086,1746,1331
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 4.png,1933,1003,2086,1232
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 5.png,2442,940,2648,1122
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 6.png,1438,896,1599,1067
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 7.png,2159,864,2349,1045
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 1.png,1649,1324,1853,1483
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 2.png,2464,1272,2647,1506
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 3.png,1572,1086,1746,1331
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 4.png,1933,1003,2086,1232
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 5.png,2442,940,2648,1122
rear_S11.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 11\Set 11 - rear Segmented Seed 6.png,1438,896,1599,1067
